return_id,order_id,return_date,returned_quantity,return_reason,refund_amount,responsibility,is_resalable
RT0000373,O00004392,2026-04-13,1,物流延迟,987.71,物流,是
RT0000374,O00004411,2025-11-23,3,质量问题,4754.9,商品/运营,否
RT0000375,O00004413,2026-06-19,2,描述不符,1662.64,商品/运营,是
RT0000376,O00004414,2025-11-16,2,物流延迟,1710.72,物流,否
RT0000377,O00004432,2026-01-31,1,质量问题,1337.29,商品/运营,否
RT0000378,O00004449,2026-06-08,1,物流延迟,645.83,物流,否
RT0000379,O00004452,2025-11-16,4,物流延迟,4146.01,物流,是
RT0000380,O00004458,2025-10-21,1,商品破损,707.02,物流,是
RT0000381,O00004459,2026-06-30,1,质量问题,1552.97,商品/运营,是
RT0000382,O00004500,2026-06-08,1,质量问题,1469.76,商品/运营,否
RT0000383,O00004510,2025-09-21,2,物流延迟,2338.68,物流,否
RT0000384,O00004528,2025-10-04,1,尺寸/适配问题,426.62,商品/运营,否
RT0000385,O00004530,2025-10-28,1,商品破损,768.5,物流,否
RT0000386,O00004548,2026-04-16,1,尺寸/适配问题,880.89,商品/运营,是
RT0000387,O00004568,2025-08-14,1,质量问题,437.2,商品/运营,是
RT0000388,O00004579,2026-01-01,1,无理由退货,2568.11,商品/运营,否
RT0000389,O00004583,2025-09-04,1,物流延迟,350.13,物流,是
RT0000390,O00004595,2025-11-26,1,尺寸/适配问题,616.01,商品/运营,是
RT0000391,O00004597,2025-10-09,3,尺寸/适配问题,2554.99,商品/运营,是
RT0000392,O00004612,2026-01-04,2,尺寸/适配问题,2009.86,商品/运营,是
RT0000393,O00004622,2026-01-01,2,质量问题,2430.56,商品/运营,是
RT0000394,O00004643,2026-07-23,2,描述不符,621.34,商品/运营,是
RT0000395,O00004660,2026-04-02,1,尺寸/适配问题,2873.39,商品/运营,是
RT0000396,O00004677,2026-03-21,3,质量问题,2724.33,商品/运营,否
RT0000397,O00004684,2026-01-16,2,无理由退货,1083.54,商品/运营,否
RT0000398,O00004704,2026-03-01,1,质量问题,2910.97,商品/运营,否
RT0000399,O00004707,2025-08-30,1,物流延迟,1056.09,物流,是
RT0000400,O00004725,2026-05-03,2,物流延迟,1444.72,物流,是
RT0000401,O00004737,2026-02-26,1,无理由退货,93.82,商品/运营,否
RT0000402,O00004770,2026-05-09,1,无理由退货,1424.78,商品/运营,是
RT0000403,O00004774,2025-12-22,4,物流延迟,1616.65,物流,是
RT0000404,O00004791,2026-01-06,1,商品破损,1947.02,物流,是
RT0000405,O00004798,2025-10-10,2,物流延迟,2132.62,物流,否
RT0000406,O00004805,2026-05-17,3,物流延迟,6693.43,物流,是
RT0000407,O00004807,2026-01-23,2,物流延迟,2390.06,物流,是
RT0000408,O00004831,2025-10-29,2,描述不符,1194.19,商品/运营,是
RT0000409,O00004838,2026-02-16,1,无理由退货,2377.09,商品/运营,是
RT0000410,O00004842,2026-04-03,1,物流延迟,642.91,物流,是
RT0000411,O00004850,2026-02-19,1,物流延迟,392.26,物流,是
RT0000412,O00004855,2026-01-31,2,质量问题,1397.62,商品/运营,是
RT0000413,O00004868,2026-04-27,4,物流延迟,4013.84,物流,否
RT0000414,O00004871,2025-09-22,3,质量问题,6203.39,商品/运营,否
RT0000415,O00004877,2025-11-25,2,尺寸/适配问题,2019.0,商品/运营,是
RT0000416,O00004886,2025-10-30,2,质量问题,1249.29,商品/运营,是
RT0000417,O00004906,2025-12-17,1,质量问题,1089.7,商品/运营,否
RT0000418,O00004911,2025-12-06,2,物流延迟,259.63,物流,否
RT0000419,O00004944,2026-04-29,1,无理由退货,221.38,商品/运营,是
RT0000420,O00004969,2026-07-03,3,物流延迟,2432.23,物流,是
RT0000421,O00004972,2025-11-29,1,质量问题,2804.88,商品/运营,是
RT0000422,O00004982,2026-05-24,1,尺寸/适配问题,245.26,商品/运营,是
RT0000423,O00004994,2026-05-18,2,物流延迟,2371.49,物流,是
RT0000424,O00004995,2026-04-29,1,描述不符,766.3,商品/运营,是
RT0000425,O00004996,2026-07-27,2,物流延迟,1476.6,物流,否
RT0000426,O00004999,2026-06-11,3,无理由退货,4702.1,商品/运营,否
RT0000427,O00005001,2026-07-12,2,无理由退货,327.48,商品/运营,是
RT0000428,O00005022,2026-02-10,1,质量问题,2589.62,商品/运营,否
RT0000429,O00005024,2026-02-27,1,物流延迟,486.27,物流,否
RT0000430,O00005027,2026-05-14,1,描述不符,1001.67,商品/运营,否
RT0000431,O00005030,2025-12-19,6,质量问题,9037.03,商品/运营,否
RT0000432,O00005059,2026-01-12,2,无理由退货,2474.31,商品/运营,否
RT0000433,O00005087,2025-10-16,1,质量问题,833.96,商品/运营,否
RT0000434,O00005118,2026-01-19,1,尺寸/适配问题,1519.76,商品/运营,否
RT0000435,O00005120,2025-10-21,1,无理由退货,1646.36,商品/运营,是
RT0000436,O00005129,2025-08-23,6,物流延迟,6453.16,物流,是
RT0000437,O00005133,2026-01-14,3,物流延迟,2344.18,物流,否
RT0000438,O00005155,2025-10-26,1,无理由退货,359.26,商品/运营,否
RT0000439,O00005172,2026-05-05,3,尺寸/适配问题,3645.84,商品/运营,是
RT0000440,O00005175,2026-02-27,3,描述不符,3148.89,商品/运营,是
RT0000441,O00005179,2026-03-05,2,物流延迟,1933.19,物流,是
RT0000442,O00005180,2026-06-05,3,物流延迟,2871.2,物流,否
RT0000443,O00005182,2026-03-12,2,质量问题,2019.31,商品/运营,是
RT0000444,O00005212,2026-03-28,2,物流延迟,565.42,物流,是
RT0000445,O00005213,2025-12-16,1,无理由退货,879.07,商品/运营,否
RT0000446,O00005214,2026-04-10,2,无理由退货,3276.59,商品/运营,否
RT0000447,O00005224,2025-12-26,1,商品破损,296.97,物流,是
RT0000448,O00005250,2025-12-09,2,商品破损,513.38,物流,否
RT0000449,O00005260,2026-06-03,5,尺寸/适配问题,816.88,商品/运营,否
RT0000450,O00005283,2026-04-01,1,质量问题,618.57,商品/运营,是
RT0000451,O00005357,2026-05-03,1,物流延迟,429.38,物流,否
RT0000452,O00005386,2026-04-05,1,描述不符,1239.37,商品/运营,否
RT0000453,O00005391,2026-02-16,2,物流延迟,1105.55,物流,是
RT0000454,O00005417,2026-05-21,1,物流延迟,1364.88,物流,是
RT0000455,O00005451,2025-09-21,1,描述不符,1062.3,商品/运营,否
RT0000456,O00005460,2026-04-17,3,物流延迟,2082.87,物流,是
RT0000457,O00005469,2026-06-22,3,物流延迟,3259.98,物流,是
RT0000458,O00005473,2025-10-01,2,无理由退货,2846.95,商品/运营,是
RT0000459,O00005477,2025-10-30,1,无理由退货,1384.25,商品/运营,否
RT0000460,O00005487,2026-07-30,1,质量问题,746.37,商品/运营,否
RT0000461,O00005492,2025-09-15,1,尺寸/适配问题,1115.43,商品/运营,否
RT0000462,O00005503,2026-02-02,3,商品破损,4718.49,物流,是
RT0000463,O00005516,2026-05-24,1,无理由退货,791.22,商品/运营,是
RT0000464,O00005524,2025-11-02,4,物流延迟,5262.08,物流,是
RT0000465,O00005527,2026-07-30,2,描述不符,1822.92,商品/运营,是
RT0000466,O00005531,2026-02-08,1,物流延迟,160.11,物流,否
RT0000467,O00005552,2026-04-08,1,质量问题,1019.27,商品/运营,是
RT0000468,O00005556,2025-12-04,1,物流延迟,832.62,物流,否
RT0000469,O00005566,2025-12-23,3,商品破损,3699.9,物流,是
RT0000470,O00005575,2025-09-09,1,质量问题,886.32,商品/运营,是
RT0000471,O00005593,2026-01-02,1,物流延迟,2254.99,物流,是
RT0000472,O00005594,2026-01-23,2,无理由退货,2277.02,商品/运营,是
RT0000473,O00005605,2025-11-02,4,质量问题,1425.92,商品/运营,是
RT0000474,O00005654,2026-01-01,1,描述不符,164.99,商品/运营,是
RT0000475,O00005656,2026-01-24,2,物流延迟,3355.81,物流,是
RT0000476,O00005667,2026-04-06,3,商品破损,4083.3,物流,否
RT0000477,O00005678,2026-02-18,1,物流延迟,248.84,物流,是
RT0000478,O00005700,2026-03-12,1,尺寸/适配问题,409.95,商品/运营,是
RT0000479,O00005714,2026-02-17,4,无理由退货,3415.53,商品/运营,否
RT0000480,O00005727,2026-04-19,1,物流延迟,731.1,物流,是
RT0000481,O00005728,2026-07-03,1,物流延迟,1680.4,物流,是
RT0000482,O00005740,2025-09-25,3,物流延迟,4719.31,物流,否
RT0000483,O00005749,2026-01-05,1,物流延迟,1389.07,物流,是
RT0000484,O00005761,2026-03-16,1,物流延迟,492.2,物流,是
RT0000485,O00005767,2025-09-23,1,无理由退货,851.66,商品/运营,是
RT0000486,O00005771,2026-01-08,1,物流延迟,793.3,物流,是
RT0000487,O00005775,2026-03-30,1,物流延迟,1307.04,物流,是
RT0000488,O00005778,2026-07-10,1,质量问题,1725.98,商品/运营,是
RT0000489,O00005781,2025-11-28,2,描述不符,1982.99,商品/运营,是
RT0000490,O00005811,2026-04-13,2,物流延迟,4073.02,物流,否
RT0000491,O00005828,2026-02-10,5,尺寸/适配问题,8357.37,商品/运营,否
RT0000492,O00005829,2026-04-09,1,质量问题,594.16,商品/运营,是
RT0000493,O00005848,2026-01-04,4,物流延迟,788.04,物流,否
RT0000494,O00005858,2025-12-21,2,物流延迟,289.1,物流,是
RT0000495,O00005862,2026-05-15,2,无理由退货,282.82,商品/运营,否
RT0000496,O00005871,2026-04-07,1,无理由退货,784.36,商品/运营,是
RT0000497,O00005872,2026-02-17,1,尺寸/适配问题,1706.1,商品/运营,是
RT0000498,O00005884,2025-09-20,1,质量问题,732.88,商品/运营,否
RT0000499,O00005890,2026-06-10,1,物流延迟,651.64,物流,是
RT0000500,O00005891,2025-08-19,1,无理由退货,188.31,商品/运营,否
RT0000501,O00005904,2026-07-07,2,无理由退货,1354.76,商品/运营,否
RT0000502,O00005922,2025-09-27,3,商品破损,912.06,物流,是
RT0000503,O00005925,2026-04-29,3,物流延迟,6275.09,物流,否
RT0000504,O00005934,2026-04-16,3,质量问题,2414.21,商品/运营,是
RT0000505,O00005940,2025-10-17,4,质量问题,3840.92,商品/运营,是
RT0000506,O00005963,2026-04-06,1,物流延迟,1109.89,物流,是
RT0000507,O00005967,2025-11-01,1,物流延迟,624.81,物流,是
RT0000508,O00006009,2026-05-31,1,物流延迟,736.64,物流,是
RT0000509,O00006012,2026-08-03,1,物流延迟,2770.89,物流,否
RT0000510,O00006029,2026-05-14,1,物流延迟,1709.73,物流,否
RT0000511,O00006047,2026-05-12,1,物流延迟,1790.76,物流,否
RT0000512,O00006052,2025-10-08,3,商品破损,2126.11,物流,否
RT0000513,O00006055,2026-01-12,2,商品破损,2411.69,物流,是
RT0000514,O00006070,2026-06-02,4,无理由退货,3012.84,商品/运营,是
RT0000515,O00006078,2026-06-28,1,尺寸/适配问题,745.14,商品/运营,是
RT0000516,O00006097,2026-05-05,1,无理由退货,2168.64,商品/运营,否
RT0000517,O00006101,2025-08-22,5,商品破损,3823.16,物流,是
RT0000518,O00006105,2026-02-13,2,描述不符,1844.13,商品/运营,是
RT0000519,O00006113,2026-05-15,3,物流延迟,2490.69,物流,是
RT0000520,O00006126,2026-03-01,1,物流延迟,1334.98,物流,是
RT0000521,O00006130,2026-04-27,2,尺寸/适配问题,198.68,商品/运营,否
RT0000522,O00006144,2025-12-26,1,物流延迟,209.21,物流,是
RT0000523,O00006152,2026-04-12,3,物流延迟,3420.66,物流,是
RT0000524,O00006158,2025-11-11,1,物流延迟,849.84,物流,是
RT0000525,O00006172,2026-01-23,1,质量问题,200.11,商品/运营,是
RT0000526,O00006183,2025-08-16,1,质量问题,875.62,商品/运营,否
RT0000527,O00006204,2026-04-15,1,描述不符,2457.46,商品/运营,是
RT0000528,O00006217,2026-01-09,3,商品破损,1939.71,物流,否
RT0000529,O00006240,2025-08-28,1,商品破损,1475.81,物流,否
RT0000530,O00006243,2026-08-03,2,无理由退货,2350.3,商品/运营,是
RT0000531,O00006254,2026-02-05,1,物流延迟,446.92,物流,是
RT0000532,O00006318,2026-02-08,1,物流延迟,1617.85,物流,是
RT0000533,O00006335,2026-01-09,3,物流延迟,2445.03,物流,是
RT0000534,O00006344,2026-03-16,1,尺寸/适配问题,1810.01,商品/运营,是
RT0000535,O00006345,2026-03-15,1,尺寸/适配问题,1217.44,商品/运营,是
RT0000536,O00006347,2025-08-15,1,描述不符,1805.21,商品/运营,否
RT0000537,O00006354,2025-09-21,1,质量问题,1911.2,商品/运营,是
RT0000538,O00006384,2026-03-18,1,描述不符,911.53,商品/运营,是
RT0000539,O00006387,2025-11-14,2,物流延迟,1995.41,物流,是
RT0000540,O00006391,2025-12-25,3,商品破损,2340.65,物流,是
RT0000541,O00006392,2026-03-01,3,无理由退货,596.25,商品/运营,否
RT0000542,O00006398,2026-05-06,1,物流延迟,2370.59,物流,否
RT0000543,O00006410,2026-04-24,2,质量问题,729.65,商品/运营,是
RT0000544,O00006414,2026-01-02,2,商品破损,2510.03,物流,是
RT0000545,O00006423,2025-12-28,1,描述不符,671.73,商品/运营,否
RT0000546,O00006425,2025-11-04,3,商品破损,2289.31,物流,是
RT0000547,O00006447,2025-12-28,1,商品破损,1153.37,物流,是
RT0000548,O00006450,2025-12-06,4,商品破损,6891.16,物流,是
RT0000549,O00006467,2026-05-17,1,尺寸/适配问题,556.86,商品/运营,否
RT0000550,O00006472,2026-05-22,1,描述不符,379.88,商品/运营,否
RT0000551,O00006477,2025-11-27,2,尺寸/适配问题,1914.13,商品/运营,是
RT0000552,O00006483,2025-12-15,1,物流延迟,1655.61,物流,是
RT0000553,O00006487,2025-12-03,1,质量问题,1036.5,商品/运营,是
RT0000554,O00006491,2026-01-03,2,物流延迟,2787.66,物流,否
RT0000555,O00006493,2025-12-03,1,无理由退货,1348.48,商品/运营,是
RT0000556,O00006511,2026-06-10,1,商品破损,956.07,物流,是
RT0000557,O00006513,2025-09-23,1,物流延迟,1407.27,物流,否
RT0000558,O00006523,2026-05-04,5,无理由退货,5875.75,商品/运营,否
RT0000559,O00006544,2025-09-27,2,描述不符,2594.66,商品/运营,是
RT0000560,O00006562,2026-01-29,1,物流延迟,476.27,物流,是
RT0000561,O00006566,2025-11-29,1,质量问题,1188.27,商品/运营,是
RT0000562,O00006572,2026-02-16,2,商品破损,648.58,物流,是
RT0000563,O00006590,2025-10-07,1,无理由退货,466.05,商品/运营,否
RT0000564,O00006611,2025-12-01,3,无理由退货,7632.06,商品/运营,是
RT0000565,O00006613,2026-02-12,1,物流延迟,624.64,物流,是
RT0000566,O00006631,2026-03-08,1,物流延迟,186.74,物流,是
RT0000567,O00006639,2026-05-01,1,商品破损,1153.79,物流,是
RT0000568,O00006642,2025-09-16,1,物流延迟,522.38,物流,是
RT0000569,O00006655,2026-01-10,1,尺寸/适配问题,709.79,商品/运营,是
RT0000570,O00006693,2026-03-27,1,无理由退货,1136.37,商品/运营,否
RT0000571,O00006721,2025-11-18,2,商品破损,2748.42,物流,否
RT0000572,O00006741,2025-11-10,1,商品破损,652.03,物流,否
RT0000573,O00006758,2026-02-11,1,物流延迟,269.0,物流,是
RT0000574,O00006774,2026-02-02,2,无理由退货,1922.64,商品/运营,是
RT0000575,O00006779,2026-05-09,3,物流延迟,3318.85,物流,否
RT0000576,O00006781,2026-01-17,4,描述不符,1240.84,商品/运营,是
RT0000577,O00006794,2026-02-17,1,物流延迟,522.51,物流,否
RT0000578,O00006802,2026-03-30,1,商品破损,1242.75,物流,否
RT0000579,O00006806,2026-02-28,1,无理由退货,313.53,商品/运营,是
RT0000580,O00006809,2025-12-25,1,质量问题,181.25,商品/运营,否
RT0000581,O00006826,2026-02-21,1,无理由退货,1499.19,商品/运营,是
RT0000582,O00006833,2025-12-10,1,物流延迟,1584.54,物流,是
RT0000583,O00006848,2025-10-10,4,描述不符,5564.38,商品/运营,是
RT0000584,O00006872,2026-03-25,3,描述不符,1648.98,商品/运营,否
RT0000585,O00006876,2026-03-28,1,无理由退货,2211.14,商品/运营,是
RT0000586,O00006880,2025-12-23,4,无理由退货,5939.04,商品/运营,是
RT0000587,O00006882,2026-04-12,1,无理由退货,804.74,商品/运营,是
RT0000588,O00006898,2026-03-28,2,无理由退货,1534.2,商品/运营,是
RT0000589,O00006990,2026-06-13,3,物流延迟,1499.58,物流,是
RT0000590,O00006998,2025-12-01,1,无理由退货,1662.61,商品/运营,是
RT0000591,O00007030,2026-02-20,1,质量问题,1012.81,商品/运营,否
RT0000592,O00007048,2025-09-23,3,物流延迟,1418.98,物流,否
RT0000593,O00007057,2026-04-17,1,描述不符,423.94,商品/运营,否
RT0000594,O00007059,2025-09-05,1,无理由退货,190.13,商品/运营,否
RT0000595,O00007073,2025-10-29,1,尺寸/适配问题,1346.46,商品/运营,是
RT0000596,O00007077,2026-01-28,1,物流延迟,1184.77,物流,是
RT0000597,O00007079,2025-09-13,1,无理由退货,1425.16,商品/运营,是
RT0000598,O00007094,2025-11-16,1,无理由退货,549.46,商品/运营,是
RT0000599,O00007121,2026-05-13,2,物流延迟,2390.06,物流,是
RT0000600,O00007142,2025-09-06,1,质量问题,254.98,商品/运营,是
RT0000601,O00007165,2025-11-11,1,质量问题,861.19,商品/运营,是
RT0000602,O00007227,2026-03-02,1,物流延迟,290.22,物流,否
RT0000603,O00007237,2026-03-22,3,物流延迟,5422.22,物流,是
RT0000604,O00007240,2026-02-09,3,描述不符,2512.33,商品/运营,是
RT0000605,O00007276,2026-04-30,1,物流延迟,142.36,物流,否
RT0000606,O00007282,2026-01-31,3,物流延迟,5723.46,物流,是
RT0000607,O00007289,2026-05-17,1,质量问题,2340.5,商品/运营,是
RT0000608,O00007294,2026-02-26,1,描述不符,225.78,商品/运营,是
RT0000609,O00007300,2025-12-23,1,尺寸/适配问题,1102.32,商品/运营,否
RT0000610,O00007304,2026-02-05,2,无理由退货,1385.54,商品/运营,是
RT0000611,O00007345,2025-09-10,3,物流延迟,1922.13,物流,否
RT0000612,O00007373,2025-10-14,4,质量问题,8366.72,商品/运营,是
RT0000613,O00007383,2026-03-26,2,质量问题,3014.34,商品/运营,是
RT0000614,O00007401,2025-09-14,1,描述不符,816.2,商品/运营,是
RT0000615,O00007423,2026-03-31,2,物流延迟,778.06,物流,否
RT0000616,O00007446,2026-04-29,1,物流延迟,260.14,物流,是
RT0000617,O00007456,2026-01-05,2,商品破损,418.42,物流,是
RT0000618,O00007470,2025-09-21,1,质量问题,538.45,商品/运营,否
RT0000619,O00007486,2025-10-15,1,物流延迟,1047.43,物流,是
RT0000620,O00007498,2025-10-18,2,描述不符,2928.58,商品/运营,是
RT0000621,O00007499,2026-04-07,2,物流延迟,2233.15,物流,是
RT0000622,O00007500,2026-05-01,2,无理由退货,3088.63,商品/运营,否
RT0000623,O00007508,2026-01-09,3,物流延迟,4087.84,物流,是
RT0000624,O00007522,2026-05-10,1,商品破损,2519.55,物流,是
RT0000625,O00007551,2026-07-22,1,质量问题,125.7,商品/运营,否
RT0000626,O00007589,2026-03-04,1,商品破损,851.66,物流,是
RT0000627,O00007595,2026-06-09,2,物流延迟,497.23,物流,否
RT0000628,O00007625,2026-04-03,4,描述不符,5667.9,商品/运营,否
RT0000629,O00007632,2026-04-01,5,尺寸/适配问题,5701.1,商品/运营,否
RT0000630,O00007649,2026-06-05,1,物流延迟,443.54,物流,是
RT0000631,O00007654,2026-07-03,2,尺寸/适配问题,596.03,商品/运营,是
RT0000632,O00007655,2025-12-31,1,物流延迟,1746.98,物流,是
RT0000633,O00007669,2025-09-10,2,物流延迟,2376.54,物流,是
RT0000634,O00007673,2025-09-22,3,无理由退货,4059.4,商品/运营,否
RT0000635,O00007689,2026-01-17,1,商品破损,1090.18,物流,否
