ticket_id,customer_id,order_id,created_date,ticket_category,contact_channel,priority,resolution_hours,first_contact_resolved,satisfaction_score
TK0000334,C001358,O00003459,2026-01-05,物流咨询,电话,中,31.73,否,3
TK0000335,C004315,O00003460,2026-07-01,物流咨询,在线客服,低,23.29,否,2
TK0000336,C003313,O00003481,2025-10-11,商品质量,门店,高,11.9,否,4
TK0000337,C003947,O00003484,2025-11-12,物流咨询,电话,紧急,29.04,否,2
TK0000338,C002530,O00003516,2025-09-29,物流咨询,在线客服,中,4.25,是,4
TK0000339,C004128,O00003517,2025-12-02,促销规则,门店,高,6.71,是,5
TK0000340,C003892,O00003529,2026-04-14,物流咨询,在线客服,中,12.74,否,5
TK0000341,C004430,O00003537,2026-07-03,物流咨询,门店,中,14.06,否,4
TK0000342,C001022,O00003551,2026-07-30,商品质量,社交媒体,高,34.31,否,2
TK0000343,C000746,O00003577,2026-08-04,物流咨询,门店,低,29.1,否,2
TK0000344,C004793,O00003584,2026-05-22,退换货,社交媒体,中,27.96,否,3
TK0000345,C003825,O00003592,2026-04-07,促销规则,电话,中,21.64,否,4
TK0000346,C003003,O00003604,2025-08-17,物流咨询,电话,中,29.15,否,4
TK0000347,C001792,O00003609,2025-10-27,发票支付,在线客服,中,21.39,否,3
TK0000348,C002227,O00003613,2026-07-12,退换货,社交媒体,中,10.53,否,4
TK0000349,C001768,O00003616,2026-03-14,退换货,社交媒体,低,30.18,否,3
TK0000350,C002012,O00003637,2025-11-28,商品质量,社交媒体,低,22.9,否,3
TK0000351,C004596,O00003691,2025-12-03,促销规则,门店,低,2.88,是,4
TK0000352,C004292,O00003694,2026-04-17,退换货,社交媒体,高,2.12,是,4
TK0000353,C000101,O00003704,2026-05-21,商品质量,在线客服,中,4.15,是,4
TK0000354,C000939,O00003712,2025-09-14,物流咨询,电话,低,17.38,否,4
TK0000355,C001991,O00003719,2026-01-05,物流咨询,社交媒体,低,10.24,否,4
TK0000356,C001413,O00003728,2025-10-09,商品质量,社交媒体,中,11.07,否,5
TK0000357,C001830,O00003740,2026-06-27,物流咨询,在线客服,低,7.06,是,3
TK0000358,C004926,O00003759,2026-07-06,商品质量,电话,中,8.85,否,4
TK0000359,C004499,O00003768,2026-07-26,退换货,在线客服,中,22.02,否,4
TK0000360,C003514,O00003773,2025-11-03,商品质量,在线客服,高,14.64,否,4
TK0000361,C002522,O00003788,2025-12-12,发票支付,在线客服,中,21.47,否,3
TK0000362,C004190,O00003800,2025-12-04,物流咨询,电话,高,13.3,否,3
TK0000363,C002406,O00003806,2026-05-26,退换货,电话,中,16.85,否,3
TK0000364,C004685,O00003810,2026-03-28,退换货,门店,低,9.61,否,5
TK0000365,C003714,O00003812,2026-06-02,安装使用,社交媒体,中,9.95,否,5
TK0000366,C001250,O00003825,2025-12-03,退换货,社交媒体,紧急,12.94,否,4
TK0000367,C002608,O00003835,2026-06-13,物流咨询,门店,高,19.99,否,2
TK0000368,C002115,O00003852,2026-06-27,发票支付,电话,中,8.34,否,4
TK0000369,C001831,O00003859,2025-09-02,安装使用,在线客服,中,24.75,否,2
TK0000370,C003098,O00003894,2025-09-18,商品质量,电话,中,17.75,否,4
TK0000371,C004634,O00003897,2025-12-16,安装使用,社交媒体,中,22.05,否,4
TK0000372,C000086,O00003911,2026-04-29,商品质量,在线客服,中,2.92,是,5
TK0000373,C004180,O00003926,2026-05-03,商品质量,电话,中,5.84,是,4
TK0000374,C001316,O00003929,2025-12-22,物流咨询,电话,高,30.0,否,3
TK0000375,C004881,O00003931,2026-04-17,促销规则,在线客服,低,14.75,否,3
TK0000376,C000138,O00003949,2026-01-21,物流咨询,社交媒体,低,23.73,否,4
TK0000377,C002660,O00003958,2026-03-13,退换货,社交媒体,中,30.76,否,3
TK0000378,C002394,O00003969,2025-08-13,物流咨询,社交媒体,中,27.44,否,4
TK0000379,C001058,O00003994,2026-04-21,物流咨询,社交媒体,中,35.54,否,2
TK0000380,C004930,O00004000,2025-09-27,商品质量,门店,低,15.05,否,4
TK0000381,C002040,O00004009,2025-08-29,物流咨询,在线客服,低,1.24,是,5
TK0000382,C004409,O00004018,2026-05-11,退换货,门店,低,16.41,否,4
TK0000383,C004106,O00004039,2025-12-19,商品质量,门店,高,17.08,否,3
TK0000384,C004813,O00004077,2026-07-31,物流咨询,门店,高,19.37,否,3
TK0000385,C002716,O00004081,2025-12-30,物流咨询,在线客服,中,25.76,否,4
TK0000386,C003753,O00004084,2026-01-16,物流咨询,在线客服,低,13.03,否,5
TK0000387,C002449,O00004087,2025-11-25,物流咨询,在线客服,高,25.15,否,3
TK0000388,C002933,O00004098,2026-02-13,促销规则,门店,高,4.81,是,4
TK0000389,C000220,O00004106,2026-05-12,安装使用,社交媒体,中,8.59,否,5
TK0000390,C004859,O00004112,2026-04-18,物流咨询,社交媒体,低,11.45,否,3
TK0000391,C004014,O00004117,2025-10-03,安装使用,门店,中,17.58,否,4
TK0000392,C004303,O00004144,2026-04-07,商品质量,电话,低,18.4,否,4
TK0000393,C001507,O00004151,2026-06-17,物流咨询,电话,中,29.38,否,4
TK0000394,C003496,O00004166,2026-01-02,物流咨询,电话,低,22.91,否,2
TK0000395,C004941,O00004169,2026-06-11,退换货,社交媒体,中,2.23,是,5
TK0000396,C004950,O00004172,2026-01-21,安装使用,电话,高,4.58,是,5
TK0000397,C004298,O00004180,2026-03-29,物流咨询,门店,中,22.4,否,4
TK0000398,C003098,O00004199,2026-04-15,促销规则,门店,低,18.63,否,4
TK0000399,C004018,O00004202,2026-05-24,促销规则,电话,高,14.5,否,5
TK0000400,C000545,O00004204,2026-03-16,发票支付,社交媒体,低,24.44,否,3
TK0000401,C004438,O00004220,2025-11-03,发票支付,门店,中,25.08,否,3
TK0000402,C001340,O00004232,2026-01-16,发票支付,社交媒体,低,21.27,否,4
TK0000403,C004726,O00004237,2026-01-26,物流咨询,在线客服,低,8.94,否,4
TK0000404,C003093,O00004260,2025-12-23,促销规则,在线客服,低,16.62,否,3
TK0000405,C003917,O00004272,2026-01-12,退换货,电话,高,34.5,否,3
TK0000406,C000767,O00004286,2025-11-08,促销规则,电话,低,28.64,否,3
TK0000407,C000925,O00004294,2026-06-27,商品质量,电话,中,16.12,否,5
TK0000408,C002712,O00004299,2026-05-06,促销规则,电话,中,6.03,是,5
TK0000409,C000703,O00004300,2026-06-28,商品质量,门店,紧急,9.07,否,4
TK0000410,C000157,O00004316,2025-10-22,物流咨询,在线客服,低,10.98,否,3
TK0000411,C001109,O00004319,2025-12-09,商品质量,门店,高,3.45,是,5
TK0000412,C002362,O00004348,2026-07-23,物流咨询,社交媒体,低,26.7,否,3
TK0000413,C003128,O00004351,2026-04-30,物流咨询,在线客服,中,28.26,否,3
TK0000414,C002636,O00004365,2026-01-17,商品质量,在线客服,高,9.25,否,5
TK0000415,C002319,O00004392,2026-04-08,安装使用,门店,中,35.79,否,2
TK0000416,C004191,O00004400,2025-11-20,商品质量,门店,中,9.39,否,5
TK0000417,C001629,O00004411,2025-11-26,退换货,在线客服,低,2.02,是,5
TK0000418,C004120,O00004422,2026-04-06,商品质量,电话,中,17.83,否,4
TK0000419,C004660,O00004467,2026-04-14,商品质量,电话,中,27.09,否,4
TK0000420,C000208,O00004472,2026-08-06,商品质量,电话,高,22.65,否,3
TK0000421,C001402,O00004499,2025-11-15,退换货,在线客服,中,27.09,否,4
TK0000422,C001478,O00004515,2026-06-07,物流咨询,门店,中,8.28,否,4
TK0000423,C004045,O00004530,2025-10-21,商品质量,电话,高,30.54,否,3
TK0000424,C000353,O00004533,2025-08-15,物流咨询,电话,中,14.87,否,3
TK0000425,C004986,O00004549,2026-03-17,退换货,在线客服,紧急,7.29,是,5
TK0000426,C004379,O00004573,2026-03-01,物流咨询,门店,低,7.79,是,5
TK0000427,C003166,O00004584,2026-04-21,安装使用,在线客服,低,18.26,否,4
TK0000428,C002754,O00004587,2025-10-19,商品质量,门店,低,15.82,否,3
TK0000429,C002019,O00004595,2025-11-20,退换货,在线客服,低,9.29,否,5
TK0000430,C004815,O00004600,2025-12-16,物流咨询,电话,低,22.62,否,3
TK0000431,C002645,O00004608,2025-08-17,安装使用,社交媒体,低,10.4,否,4
TK0000432,C004324,O00004614,2026-06-05,商品质量,在线客服,中,32.3,否,3
TK0000433,C000739,O00004663,2025-12-24,安装使用,社交媒体,低,12.5,否,5
TK0000434,C002435,O00004722,2026-02-23,商品质量,在线客服,中,1.67,是,5
TK0000435,C004621,O00004733,2025-11-14,促销规则,在线客服,中,14.94,否,4
TK0000436,C004624,O00004743,2026-06-12,促销规则,社交媒体,中,5.25,是,4
TK0000437,C000580,O00004756,2026-01-20,退换货,电话,中,8.47,否,4
TK0000438,C002067,O00004763,2025-12-17,物流咨询,社交媒体,中,25.16,否,4
TK0000439,C001693,O00004784,2025-10-08,商品质量,社交媒体,低,2.12,是,5
TK0000440,C000399,O00004787,2026-06-05,商品质量,电话,中,10.78,否,4
TK0000441,C003453,O00004794,2026-06-15,商品质量,电话,高,14.46,否,4
TK0000442,C000475,O00004819,2026-03-30,物流咨询,在线客服,中,28.62,否,2
TK0000443,C002262,O00004820,2025-11-20,商品质量,社交媒体,中,19.98,否,3
TK0000444,C000373,O00004834,2025-11-15,物流咨询,电话,高,5.92,是,4
TK0000445,C004958,O00004840,2026-01-04,商品质量,电话,中,35.44,否,2
TK0000446,C000542,O00004847,2026-07-01,退换货,门店,中,34.62,否,2
TK0000447,C000870,O00004869,2026-01-21,商品质量,社交媒体,中,13.85,否,4
TK0000448,C000620,O00004888,2025-12-04,促销规则,门店,中,25.34,否,4
TK0000449,C002192,O00004893,2025-12-09,促销规则,电话,中,8.31,否,5
TK0000450,C003381,O00004895,2026-04-17,物流咨询,社交媒体,高,30.53,否,2
TK0000451,C000720,O00004916,2025-10-10,商品质量,门店,紧急,15.06,否,5
TK0000452,C000665,O00004935,2026-01-06,安装使用,社交媒体,紧急,2.49,是,5
TK0000453,C002385,O00004936,2026-03-10,物流咨询,门店,高,10.45,否,4
TK0000454,C002909,O00004944,2026-04-28,物流咨询,电话,高,12.89,否,5
TK0000455,C000914,O00004945,2025-12-09,商品质量,电话,高,7.71,是,5
TK0000456,C004280,O00004947,2026-05-10,促销规则,门店,低,18.0,否,3
TK0000457,C002137,O00004948,2026-05-05,商品质量,在线客服,低,35.83,否,4
TK0000458,C000733,O00004952,2026-04-03,商品质量,门店,低,32.2,否,3
TK0000459,C001510,O00004954,2026-01-22,促销规则,在线客服,低,14.0,否,5
TK0000460,C000593,O00004963,2025-12-28,物流咨询,电话,低,21.77,否,4
TK0000461,C004673,O00004964,2026-03-27,物流咨询,社交媒体,中,5.46,是,4
TK0000462,C000515,O00004967,2026-06-29,发票支付,门店,低,24.85,否,3
TK0000463,C002612,O00004969,2026-07-01,退换货,门店,高,35.72,否,2
TK0000464,C001623,O00004984,2026-04-23,物流咨询,门店,高,7.18,是,4
TK0000465,C004442,O00004994,2026-05-11,物流咨询,门店,高,13.65,否,5
TK0000466,C001596,O00004995,2026-04-23,物流咨询,在线客服,中,29.85,否,2
TK0000467,C003033,O00005003,2025-12-26,物流咨询,电话,中,22.22,否,4
TK0000468,C004868,O00005008,2025-12-03,发票支付,在线客服,低,29.1,否,3
TK0000469,C000877,O00005025,2026-04-27,商品质量,门店,低,24.29,否,4
TK0000470,C001257,O00005035,2026-06-23,安装使用,在线客服,中,9.94,否,4
TK0000471,C004550,O00005056,2025-08-26,促销规则,社交媒体,中,7.11,是,5
TK0000472,C001724,O00005058,2025-12-28,物流咨询,社交媒体,低,32.78,否,3
TK0000473,C002156,O00005059,2026-01-06,退换货,社交媒体,低,24.23,否,3
TK0000474,C002285,O00005062,2026-03-18,物流咨询,在线客服,低,21.07,否,3
TK0000475,C000055,O00005066,2025-12-29,物流咨询,在线客服,低,5.97,是,4
TK0000476,C004150,O00005079,2026-01-30,退换货,在线客服,中,28.56,否,3
TK0000477,C004724,O00005082,2026-06-03,促销规则,在线客服,中,10.17,否,5
TK0000478,C001234,O00005094,2026-04-07,促销规则,电话,中,35.83,否,3
TK0000479,C002030,O00005103,2026-05-19,安装使用,社交媒体,中,22.46,否,3
TK0000480,C002464,O00005111,2025-10-25,安装使用,门店,中,23.86,否,3
TK0000481,C004741,O00005114,2025-10-18,商品质量,电话,高,26.45,否,3
TK0000482,C004818,O00005122,2026-04-17,物流咨询,电话,低,28.34,否,3
TK0000483,C000239,O00005129,2025-08-23,商品质量,在线客服,低,6.83,是,5
TK0000484,C000268,O00005146,2025-09-14,物流咨询,社交媒体,高,12.83,否,5
TK0000485,C002583,O00005150,2025-12-15,促销规则,在线客服,紧急,23.42,否,4
TK0000486,C002944,O00005170,2025-12-09,安装使用,电话,中,17.28,否,4
TK0000487,C001114,O00005178,2026-01-21,商品质量,门店,中,15.55,否,4
TK0000488,C002492,O00005181,2026-06-01,发票支付,电话,中,27.28,否,3
TK0000489,C003833,O00005184,2026-04-06,促销规则,社交媒体,低,2.71,是,4
TK0000490,C001898,O00005188,2025-12-10,商品质量,社交媒体,中,17.31,否,4
TK0000491,C002975,O00005196,2025-09-02,退换货,门店,低,28.31,否,4
TK0000492,C004396,O00005213,2025-12-06,促销规则,电话,高,32.9,否,4
TK0000493,C000004,O00005249,2025-08-27,促销规则,在线客服,中,16.12,否,4
TK0000494,C002191,O00005274,2025-11-06,商品质量,在线客服,高,1.39,是,5
TK0000495,C002476,O00005276,2026-02-02,物流咨询,社交媒体,中,19.93,否,4
TK0000496,C002292,O00005283,2026-03-25,物流咨询,在线客服,中,21.84,否,3
TK0000497,C001841,O00005288,2025-09-23,商品质量,社交媒体,中,19.47,否,4
TK0000498,C001514,O00005299,2025-11-15,物流咨询,门店,中,23.04,否,4
TK0000499,C000536,O00005305,2026-07-26,发票支付,在线客服,中,5.01,是,5
TK0000500,C001869,O00005326,2026-02-20,商品质量,在线客服,紧急,34.23,否,3
TK0000501,C001332,O00005365,2026-02-20,商品质量,在线客服,高,22.15,否,3
TK0000502,C003669,O00005384,2026-05-03,物流咨询,社交媒体,中,8.23,否,4
TK0000503,C001115,O00005385,2025-11-06,物流咨询,门店,高,31.55,否,3
TK0000504,C002561,O00005401,2026-02-09,促销规则,门店,中,23.74,否,3
TK0000505,C001134,O00005429,2025-12-05,促销规则,电话,中,11.3,否,4
TK0000506,C000249,O00005447,2026-03-12,物流咨询,电话,高,14.16,否,4
TK0000507,C002561,O00005459,2026-04-29,发票支付,门店,低,34.56,否,3
TK0000508,C004338,O00005460,2026-04-07,物流咨询,电话,低,18.4,否,3
TK0000509,C004045,O00005477,2025-11-01,退换货,电话,高,7.67,是,4
TK0000510,C001824,O00005507,2025-11-27,物流咨询,门店,低,10.16,否,4
TK0000511,C003507,O00005511,2026-06-06,物流咨询,社交媒体,中,2.6,是,5
TK0000512,C001382,O00005535,2025-08-14,促销规则,门店,高,23.16,否,3
TK0000513,C002473,O00005549,2025-11-14,促销规则,在线客服,中,4.1,是,4
TK0000514,C004251,O00005553,2025-08-10,商品质量,社交媒体,低,29.41,否,3
TK0000515,C000247,O00005589,2026-03-18,物流咨询,在线客服,低,28.34,否,4
TK0000516,C002185,O00005592,2026-03-31,安装使用,在线客服,紧急,30.56,否,3
TK0000517,C004596,O00005593,2025-12-30,物流咨询,门店,紧急,18.31,否,3
TK0000518,C001262,O00005606,2026-05-10,退换货,电话,中,26.88,否,3
TK0000519,C002694,O00005626,2025-12-31,促销规则,电话,低,33.93,否,3
TK0000520,C003833,O00005639,2026-06-27,商品质量,社交媒体,低,6.03,是,4
TK0000521,C003931,O00005649,2025-11-09,发票支付,社交媒体,低,7.96,是,5
TK0000522,C003186,O00005654,2025-12-30,退换货,在线客服,中,11.24,否,4
TK0000523,C002858,O00005658,2026-04-14,物流咨询,电话,高,23.24,否,3
TK0000524,C002057,O00005671,2026-01-26,物流咨询,电话,中,4.62,是,4
TK0000525,C002962,O00005677,2025-08-16,安装使用,社交媒体,低,35.15,否,3
TK0000526,C003475,O00005685,2025-09-15,安装使用,在线客服,低,35.18,否,2
TK0000527,C002725,O00005690,2026-02-17,物流咨询,社交媒体,高,10.62,否,4
TK0000528,C001062,O00005723,2026-05-22,商品质量,在线客服,低,22.71,否,3
TK0000529,C001281,O00005728,2026-06-27,物流咨询,在线客服,高,21.74,否,3
TK0000530,C003192,O00005731,2025-10-23,退换货,在线客服,低,31.83,否,3
TK0000531,C001752,O00005761,2026-03-16,退换货,在线客服,高,27.6,否,4
TK0000532,C000370,O00005770,2026-03-26,商品质量,电话,中,13.43,否,4
TK0000533,C004274,O00005799,2026-04-23,商品质量,社交媒体,低,24.28,否,4
TK0000534,C000484,O00005812,2026-06-18,物流咨询,门店,低,35.31,否,1
TK0000535,C001700,O00005834,2025-12-23,物流咨询,电话,中,21.11,否,3
TK0000536,C001206,O00005853,2026-02-11,商品质量,社交媒体,高,7.0,是,5
TK0000537,C003622,O00005857,2025-12-05,退换货,社交媒体,中,26.99,否,2
TK0000538,C001106,O00005864,2026-01-26,物流咨询,在线客服,中,14.68,否,4
TK0000539,C003025,O00005868,2025-10-30,发票支付,门店,中,22.74,否,3
TK0000540,C000991,O00005873,2026-03-17,安装使用,电话,中,3.42,是,5
TK0000541,C003131,O00005884,2025-09-20,商品质量,门店,中,19.86,否,4
TK0000542,C000842,O00005887,2025-12-21,安装使用,门店,低,20.68,否,3
TK0000543,C004710,O00005901,2026-07-18,商品质量,在线客服,紧急,33.22,否,3
TK0000544,C000245,O00005911,2025-09-09,促销规则,在线客服,中,7.76,是,4
TK0000545,C000324,O00005914,2026-06-21,商品质量,在线客服,低,35.87,否,2
TK0000546,C001767,O00005925,2026-04-24,安装使用,门店,高,5.95,是,4
TK0000547,C004765,O00005927,2025-11-07,物流咨询,电话,高,17.0,否,4
TK0000548,C002489,O00005931,2025-12-13,物流咨询,门店,高,14.53,否,4
TK0000549,C003824,O00005936,2026-03-15,物流咨询,电话,紧急,35.72,否,2
TK0000550,C001361,O00005941,2026-08-06,退换货,电话,低,14.03,否,5
TK0000551,C000753,O00005943,2025-08-01,退换货,在线客服,中,9.34,否,4
TK0000552,C004632,O00005950,2026-06-14,退换货,电话,中,9.67,否,4
TK0000553,C000025,O00005952,2026-07-22,商品质量,社交媒体,低,34.31,否,2
TK0000554,C001575,O00005960,2026-02-18,促销规则,社交媒体,中,31.12,否,4
TK0000555,C004268,O00005964,2026-03-30,商品质量,电话,中,26.47,否,4
TK0000556,C002177,O00005972,2026-02-22,物流咨询,门店,中,11.29,否,4
TK0000557,C000129,O00005977,2025-08-07,发票支付,社交媒体,高,15.36,否,4
TK0000558,C001686,O00005983,2025-08-16,商品质量,电话,中,34.59,否,2
TK0000559,C004483,O00005986,2025-12-27,商品质量,社交媒体,中,17.02,否,4
TK0000560,C004709,O00005989,2025-10-18,安装使用,在线客服,高,5.51,是,4
TK0000561,C000989,O00006004,2025-11-20,退换货,社交媒体,低,2.59,是,4
TK0000562,C001076,O00006014,2026-02-19,促销规则,在线客服,中,2.41,是,5
TK0000563,C001001,O00006050,2025-11-04,安装使用,在线客服,紧急,30.54,否,4
TK0000564,C002503,O00006055,2026-01-05,物流咨询,社交媒体,低,35.85,否,3
TK0000565,C001270,O00006092,2026-04-04,商品质量,电话,高,30.07,否,4
TK0000566,C004293,O00006093,2026-02-02,物流咨询,电话,低,34.48,否,2
TK0000567,C003168,O00006095,2025-12-24,物流咨询,在线客服,低,28.35,否,2
TK0000568,C002181,O00006102,2026-06-20,安装使用,社交媒体,高,32.18,否,3
TK0000569,C001336,O00006112,2026-03-06,物流咨询,在线客服,低,28.23,否,2
TK0000570,C000312,O00006115,2025-08-29,促销规则,门店,中,27.57,否,3
TK0000571,C002975,O00006119,2025-09-24,物流咨询,在线客服,低,35.0,否,2
TK0000572,C002733,O00006128,2025-08-22,物流咨询,门店,低,33.64,否,3
