shipment_id,order_id,warehouse_id,carrier,ship_date,promised_days,actual_delivery_days,delay_days,shipping_cost,delivery_status
SH00000360,O00000360,W03,迅联,2026-07-19,3,2,0,19.49,按时
SH00000361,O00000361,W03,顺达,2026-03-06,3,4,1,25.81,延迟
SH00000362,O00000362,W02,云仓配,2025-11-25,2,7,5,22.88,延迟
SH00000363,O00000363,W04,城际专线,2025-12-16,2,3,1,16.72,延迟
SH00000364,O00000364,W04,云仓配,2025-10-06,4,6,2,29.23,延迟
SH00000365,O00000365,W02,迅联,2026-07-31,3,6,3,17.94,延迟
SH00000366,O00000366,W02,迅联,2026-05-23,4,4,0,18.81,按时
SH00000367,O00000367,W04,云仓配,2026-04-04,2,5,3,28.22,延迟
SH00000368,O00000368,W02,京速,2026-05-22,4,3,0,23.04,按时
SH00000369,O00000369,W01,迅联,2026-05-31,2,4,2,26.24,延迟
SH00000370,O00000370,W02,京速,2026-01-03,4,2,0,14.72,按时
SH00000371,O00000371,W04,京速,2026-04-12,2,2,0,19.06,按时
SH00000372,O00000372,W02,迅联,2026-05-21,2,3,1,32.14,延迟
SH00000373,O00000373,W01,顺达,2026-01-06,2,4,2,25.71,延迟
SH00000374,O00000374,W06,云仓配,2026-05-27,2,2,0,15.01,按时
SH00000375,O00000375,W06,顺达,2025-08-09,4,2,0,17.48,按时
SH00000376,O00000376,W01,京速,2025-08-06,3,2,0,17.87,按时
SH00000377,O00000377,W05,迅联,2026-04-11,2,1,0,23.08,按时
SH00000378,O00000378,W04,云仓配,2026-03-10,3,2,0,27.77,按时
SH00000379,O00000379,W05,京速,2025-08-21,3,2,0,24.52,按时
SH00000380,O00000380,W06,顺达,2025-10-12,3,2,0,17.2,按时
SH00000381,O00000381,W05,顺达,2025-12-25,4,3,0,39.87,按时
SH00000382,O00000382,W06,迅联,2025-12-04,3,2,0,34.28,按时
SH00000383,O00000383,W01,迅联,2025-10-29,2,2,0,17.98,按时
SH00000384,O00000384,W03,迅联,2026-04-20,2,2,0,33.93,按时
SH00000385,O00000385,W06,城际专线,2026-01-04,2,4,2,24.4,延迟
SH00000386,O00000386,W04,顺达,2025-10-04,3,6,3,15.47,延迟
SH00000387,O00000387,W02,京速,2025-12-31,3,6,3,28.49,延迟
SH00000388,O00000388,W03,迅联,2026-03-07,3,2,0,24.29,按时
SH00000389,O00000389,W02,云仓配,2026-01-02,2,4,2,19.65,延迟
SH00000390,O00000390,W02,云仓配,2025-10-15,2,3,1,15.52,延迟
SH00000391,O00000391,W05,京速,2026-01-06,3,3,0,25.3,按时
SH00000392,O00000392,W04,城际专线,2026-05-30,2,2,0,33.0,按时
SH00000393,O00000393,W02,顺达,2025-12-07,2,2,0,17.41,按时
SH00000394,O00000394,W05,京速,2026-06-26,2,3,1,14.17,延迟
SH00000395,O00000395,W05,京速,2026-03-09,3,4,1,30.52,延迟
SH00000396,O00000396,W02,迅联,2026-01-07,3,6,3,30.09,延迟
SH00000397,O00000397,W04,城际专线,2025-08-23,2,2,0,34.61,按时
SH00000398,O00000398,W01,京速,2026-03-29,2,3,1,31.24,延迟
SH00000399,O00000399,W05,城际专线,2025-12-05,2,5,3,32.02,延迟
SH00000400,O00000400,W05,云仓配,2025-12-05,4,3,0,36.53,按时
SH00000401,O00000401,W05,城际专线,2025-11-19,4,7,3,30.94,延迟
SH00000402,O00000402,W04,迅联,2026-05-10,2,5,3,20.88,延迟
SH00000403,O00000403,W02,顺达,2026-01-31,2,7,5,39.96,延迟
SH00000404,O00000404,W05,云仓配,2026-01-12,4,2,0,27.18,按时
SH00000405,O00000405,W05,顺达,2026-03-02,4,7,3,16.18,延迟
SH00000406,O00000406,W02,京速,2026-01-01,4,1,0,29.4,按时
SH00000407,O00000407,W05,顺达,2026-05-06,4,7,3,22.36,延迟
SH00000408,O00000408,W05,迅联,2026-06-16,2,2,0,21.88,按时
SH00000409,O00000409,W03,云仓配,2025-11-28,4,4,0,34.61,按时
SH00000410,O00000410,W04,云仓配,2025-09-05,2,2,0,32.48,按时
SH00000411,O00000411,W03,城际专线,2025-11-21,3,3,0,33.48,按时
SH00000412,O00000412,W04,迅联,2026-05-03,4,5,1,34.94,延迟
SH00000413,O00000413,W04,云仓配,2026-07-15,3,2,0,11.43,按时
SH00000414,O00000414,W05,京速,2025-11-18,3,2,0,15.88,按时
SH00000415,O00000415,W03,顺达,2025-08-25,4,3,0,13.48,按时
SH00000416,O00000416,W06,迅联,2025-09-10,2,1,0,25.29,按时
SH00000417,O00000417,W01,京速,2025-08-10,2,2,0,20.13,按时
SH00000418,O00000418,W04,迅联,2026-01-16,4,5,1,28.72,延迟
SH00000419,O00000419,W01,顺达,2025-10-20,2,5,3,22.64,延迟
SH00000420,O00000420,W02,京速,2025-09-29,4,4,0,12.19,按时
SH00000421,O00000421,W01,城际专线,2026-03-11,3,3,0,26.4,按时
SH00000422,O00000422,W04,京速,2026-03-19,2,3,1,37.63,延迟
SH00000423,O00000423,W06,云仓配,2025-12-07,2,7,5,31.37,延迟
SH00000424,O00000424,W03,迅联,2026-05-30,2,2,0,15.71,按时
SH00000425,O00000425,W02,迅联,2026-01-07,4,1,0,34.95,按时
SH00000426,O00000426,W03,迅联,2026-07-25,2,2,0,30.73,按时
SH00000427,O00000427,W01,云仓配,2026-01-03,2,3,1,30.57,延迟
SH00000428,O00000428,W06,城际专线,2025-08-21,3,4,1,27.24,延迟
SH00000429,O00000429,W05,京速,2025-12-31,4,6,2,20.34,延迟
SH00000430,O00000430,W04,云仓配,2026-06-06,2,7,5,40.17,延迟
SH00000431,O00000431,W02,云仓配,2026-05-24,2,1,0,35.71,按时
SH00000432,O00000432,W05,云仓配,2026-06-30,4,3,0,23.17,按时
SH00000433,O00000433,W05,云仓配,2026-01-29,4,4,0,29.99,按时
SH00000434,O00000434,W04,顺达,2025-10-15,3,4,1,28.88,延迟
SH00000435,O00000435,W05,迅联,2026-06-07,2,3,1,32.37,延迟
SH00000436,O00000436,W06,云仓配,2026-03-01,4,4,0,34.18,按时
SH00000437,O00000437,W03,京速,2026-05-09,2,4,2,15.49,延迟
SH00000438,O00000438,W05,迅联,2025-10-31,3,4,1,11.81,延迟
SH00000439,O00000439,W05,城际专线,2026-05-16,4,2,0,14.46,按时
SH00000440,O00000440,W03,顺达,2026-05-10,4,2,0,25.84,按时
SH00000441,O00000441,W03,云仓配,2025-09-06,4,4,0,46.8,按时
SH00000442,O00000442,W03,顺达,2025-10-14,4,2,0,22.84,按时
SH00000443,O00000443,W01,京速,2025-08-24,2,3,1,31.67,延迟
SH00000444,O00000444,W02,京速,2026-05-31,3,4,1,19.03,延迟
SH00000445,O00000445,W06,顺达,2026-05-04,3,6,3,10.69,延迟
SH00000446,O00000446,W01,顺达,2025-10-23,3,2,0,23.94,按时
SH00000447,O00000447,W03,迅联,2026-07-07,2,3,1,22.28,延迟
SH00000448,O00000448,W03,云仓配,2026-03-12,4,3,0,35.44,按时
SH00000449,O00000449,W04,云仓配,2025-09-30,2,5,3,29.97,延迟
SH00000450,O00000450,W05,迅联,2026-02-05,3,4,1,27.21,延迟
SH00000451,O00000451,W03,京速,2025-12-10,3,5,2,24.72,延迟
SH00000452,O00000452,W06,城际专线,2025-10-17,4,3,0,25.37,按时
SH00000453,O00000453,W06,顺达,2025-11-02,4,2,0,29.65,按时
SH00000454,O00000454,W01,顺达,2026-07-25,4,2,0,29.42,按时
SH00000455,O00000455,W05,云仓配,2025-08-18,4,4,0,26.48,按时
SH00000456,O00000456,W03,云仓配,2025-08-27,2,3,1,12.2,延迟
SH00000457,O00000457,W01,迅联,2026-01-30,2,5,3,30.09,延迟
SH00000458,O00000458,W02,顺达,2026-07-30,4,5,1,19.9,延迟
SH00000459,O00000459,W06,京速,2025-12-27,3,4,1,15.88,延迟
SH00000460,O00000460,W04,迅联,2026-01-21,4,3,0,10.51,按时
SH00000461,O00000461,W01,城际专线,2026-03-03,2,4,2,27.64,延迟
SH00000462,O00000462,W02,迅联,2025-09-08,3,4,1,17.55,延迟
SH00000463,O00000463,W05,云仓配,2025-09-25,4,4,0,26.49,按时
SH00000464,O00000464,W03,顺达,2026-07-26,3,3,0,16.53,按时
SH00000465,O00000465,W04,京速,2026-05-01,2,2,0,20.92,按时
SH00000466,O00000466,W02,城际专线,2026-05-17,3,2,0,21.08,按时
SH00000467,O00000467,W04,云仓配,2026-04-23,2,6,4,20.09,延迟
SH00000468,O00000468,W01,顺达,2026-03-20,3,3,0,30.18,按时
SH00000469,O00000469,W03,云仓配,2026-04-09,2,4,2,23.19,延迟
SH00000470,O00000470,W01,京速,2025-09-18,3,1,0,15.27,按时
SH00000471,O00000471,W01,京速,2026-04-19,4,1,0,18.79,按时
SH00000472,O00000472,W04,京速,2026-04-01,3,1,0,31.33,按时
SH00000473,O00000473,W02,迅联,2026-04-01,2,2,0,27.36,按时
SH00000474,O00000474,W03,云仓配,2026-05-04,2,3,1,18.04,延迟
SH00000475,O00000475,W05,云仓配,2026-06-02,2,3,1,14.18,延迟
SH00000476,O00000476,W01,迅联,2025-09-24,4,4,0,16.91,按时
SH00000477,O00000477,W01,云仓配,2025-10-01,4,5,1,14.76,延迟
SH00000478,O00000478,W01,迅联,2026-03-27,4,4,0,29.67,按时
SH00000479,O00000479,W06,顺达,2025-12-11,2,5,3,39.78,延迟
SH00000480,O00000480,W04,京速,2025-10-26,3,3,0,29.52,按时
SH00000481,O00000481,W05,京速,2026-04-08,4,3,0,16.11,按时
SH00000482,O00000482,W06,云仓配,2026-01-08,3,4,1,18.75,延迟
SH00000483,O00000483,W05,云仓配,2026-07-06,2,4,2,25.96,延迟
SH00000484,O00000484,W05,城际专线,2025-10-13,3,2,0,24.3,按时
SH00000485,O00000485,W01,顺达,2026-06-25,4,3,0,32.63,按时
SH00000486,O00000486,W01,顺达,2025-10-27,4,1,0,21.47,按时
SH00000487,O00000487,W05,迅联,2025-10-11,3,7,4,18.82,延迟
SH00000488,O00000488,W05,京速,2026-06-18,3,4,1,17.78,延迟
SH00000489,O00000489,W01,京速,2026-02-10,2,6,4,13.85,延迟
SH00000490,O00000490,W03,城际专线,2026-04-12,3,2,0,29.13,按时
SH00000491,O00000491,W05,迅联,2025-08-05,3,6,3,25.19,延迟
SH00000492,O00000492,W03,顺达,2025-12-05,4,1,0,19.39,按时
SH00000493,O00000493,W06,京速,2025-12-25,4,4,0,31.17,按时
SH00000494,O00000494,W05,城际专线,2026-07-27,3,3,0,29.76,按时
SH00000495,O00000495,W06,城际专线,2026-02-14,2,3,1,32.34,延迟
SH00000496,O00000496,W01,云仓配,2026-01-14,2,5,3,30.12,延迟
SH00000497,O00000497,W06,顺达,2026-05-10,4,3,0,19.52,按时
SH00000498,O00000498,W01,顺达,2026-01-07,2,2,0,26.89,按时
SH00000499,O00000499,W01,城际专线,2025-08-13,3,3,0,23.16,按时
SH00000500,O00000500,W05,京速,2025-08-07,4,2,0,19.75,按时
SH00000501,O00000501,W05,迅联,2026-06-15,4,6,2,17.96,延迟
SH00000502,O00000502,W02,顺达,2026-05-03,3,3,0,22.16,按时
SH00000503,O00000503,W01,顺达,2026-04-08,4,4,0,16.96,按时
SH00000504,O00000504,W05,迅联,2026-06-03,4,3,0,29.58,按时
SH00000505,O00000505,W06,顺达,2025-09-28,3,2,0,17.16,按时
SH00000506,O00000506,W03,顺达,2026-03-19,4,4,0,13.59,按时
SH00000507,O00000507,W02,顺达,2025-11-02,3,6,3,21.48,延迟
SH00000508,O00000508,W04,迅联,2025-10-19,3,6,3,33.54,延迟
SH00000509,O00000509,W01,迅联,2026-07-31,2,7,5,16.24,延迟
SH00000510,O00000510,W02,顺达,2025-08-28,2,4,2,37.4,延迟
SH00000511,O00000511,W01,顺达,2025-12-07,3,6,3,20.1,延迟
SH00000512,O00000512,W02,顺达,2025-11-07,4,4,0,28.76,按时
SH00000513,O00000513,W06,城际专线,2026-07-28,4,2,0,33.74,按时
SH00000514,O00000514,W03,城际专线,2026-03-25,4,3,0,29.6,按时
SH00000515,O00000515,W02,京速,2025-09-27,4,3,0,34.52,按时
SH00000516,O00000516,W01,迅联,2025-12-19,2,3,1,31.4,延迟
SH00000517,O00000517,W02,云仓配,2026-04-02,3,2,0,16.26,按时
SH00000518,O00000518,W04,城际专线,2025-09-01,4,2,0,20.94,按时
SH00000519,O00000519,W01,迅联,2026-06-20,4,3,0,20.36,按时
SH00000520,O00000520,W03,城际专线,2025-12-05,4,3,0,17.81,按时
SH00000521,O00000521,W02,迅联,2026-05-09,2,2,0,27.93,按时
SH00000522,O00000522,W04,云仓配,2026-06-25,2,3,1,12.55,延迟
SH00000523,O00000523,W04,顺达,2025-11-26,2,4,2,30.98,延迟
SH00000524,O00000524,W06,城际专线,2025-09-28,3,3,0,26.37,按时
SH00000525,O00000525,W05,云仓配,2026-03-02,4,1,0,30.12,按时
SH00000526,O00000526,W01,城际专线,2026-01-07,2,6,4,22.14,延迟
SH00000527,O00000527,W01,顺达,2025-09-27,4,6,2,11.56,延迟
SH00000528,O00000528,W04,迅联,2025-11-13,3,4,1,31.76,延迟
SH00000529,O00000529,W02,京速,2026-05-08,4,2,0,15.95,按时
SH00000530,O00000530,W01,城际专线,2025-12-19,4,2,0,25.63,按时
SH00000531,O00000531,W04,城际专线,2026-03-11,2,3,1,17.32,延迟
SH00000532,O00000532,W02,京速,2026-04-16,2,3,1,14.86,延迟
SH00000533,O00000533,W06,云仓配,2025-10-08,4,4,0,15.62,按时
SH00000534,O00000534,W05,云仓配,2025-09-21,3,7,4,14.64,延迟
SH00000535,O00000535,W03,城际专线,2026-03-16,4,4,0,27.84,按时
SH00000536,O00000536,W01,云仓配,2025-11-30,4,4,0,36.92,按时
SH00000537,O00000537,W05,迅联,2026-03-05,3,6,3,17.54,延迟
SH00000538,O00000538,W01,迅联,2025-09-17,4,3,0,30.65,按时
SH00000539,O00000539,W06,京速,2026-04-28,3,3,0,35.78,按时
SH00000540,O00000540,W01,顺达,2025-10-18,2,2,0,23.95,按时
SH00000541,O00000541,W04,城际专线,2026-06-25,2,3,1,15.05,延迟
SH00000542,O00000542,W06,顺达,2026-05-21,4,1,0,20.86,按时
SH00000543,O00000543,W05,京速,2025-10-23,2,2,0,12.57,按时
SH00000544,O00000544,W03,城际专线,2026-04-07,3,6,3,24.33,延迟
SH00000545,O00000545,W01,迅联,2026-05-19,2,2,0,38.07,按时
SH00000546,O00000546,W04,城际专线,2025-09-02,4,3,0,27.42,按时
SH00000547,O00000547,W06,迅联,2025-10-26,4,6,2,33.41,延迟
SH00000548,O00000548,W06,城际专线,2025-11-11,3,3,0,27.06,按时
SH00000549,O00000549,W05,迅联,2025-12-26,4,4,0,36.41,按时
SH00000550,O00000550,W02,云仓配,2026-07-01,4,3,0,20.59,按时
SH00000551,O00000551,W04,迅联,2025-10-11,2,2,0,27.94,按时
SH00000552,O00000552,W04,京速,2026-06-09,2,1,0,27.56,按时
SH00000553,O00000553,W01,京速,2025-11-16,4,5,1,48.3,延迟
SH00000554,O00000554,W03,京速,2026-07-11,3,3,0,27.9,按时
SH00000555,O00000555,W01,城际专线,2026-03-24,3,3,0,13.29,按时
SH00000556,O00000556,W01,城际专线,2025-09-01,3,3,0,35.06,按时
SH00000557,O00000557,W03,顺达,2026-04-16,3,3,0,28.16,按时
SH00000558,O00000558,W04,顺达,2026-01-20,2,2,0,11.73,按时
SH00000559,O00000559,W02,京速,2026-05-21,2,2,0,23.22,按时
SH00000560,O00000560,W04,京速,2026-02-26,4,1,0,16.1,按时
SH00000561,O00000561,W04,云仓配,2025-09-10,3,6,3,29.86,延迟
SH00000562,O00000562,W02,京速,2025-12-18,3,5,2,13.85,延迟
SH00000563,O00000563,W01,顺达,2025-09-03,2,4,2,39.66,延迟
SH00000564,O00000564,W04,城际专线,2026-02-21,3,5,2,36.46,延迟
SH00000565,O00000565,W02,云仓配,2025-10-26,3,2,0,15.67,按时
SH00000566,O00000566,W03,迅联,2025-11-07,2,5,3,23.65,延迟
SH00000567,O00000567,W02,云仓配,2026-06-10,3,4,1,23.47,延迟
SH00000568,O00000568,W01,城际专线,2025-10-31,2,4,2,19.0,延迟
SH00000569,O00000569,W02,顺达,2025-12-09,3,2,0,13.05,按时
SH00000570,O00000570,W03,城际专线,2025-10-19,2,2,0,26.62,按时
SH00000571,O00000571,W01,迅联,2026-03-05,4,3,0,28.3,按时
SH00000572,O00000572,W03,迅联,2026-04-18,3,2,0,33.77,按时
SH00000573,O00000573,W02,迅联,2025-08-04,4,2,0,35.92,按时
SH00000574,O00000574,W05,云仓配,2025-12-31,2,6,4,19.09,延迟
SH00000575,O00000575,W05,京速,2025-09-18,4,2,0,25.5,按时
SH00000576,O00000576,W04,云仓配,2025-11-21,4,5,1,19.49,延迟
SH00000577,O00000577,W01,迅联,2026-02-12,4,7,3,13.7,延迟
SH00000578,O00000578,W01,迅联,2025-11-04,4,5,1,20.26,延迟
SH00000579,O00000579,W02,城际专线,2025-12-26,2,4,2,13.79,延迟
SH00000580,O00000580,W02,城际专线,2025-08-08,2,3,1,26.59,延迟
SH00000581,O00000581,W01,迅联,2025-12-03,4,3,0,15.59,按时
SH00000582,O00000582,W03,京速,2026-04-17,2,3,1,25.66,延迟
SH00000583,O00000583,W06,京速,2026-03-15,2,4,2,19.1,延迟
SH00000584,O00000584,W01,云仓配,2026-01-27,2,4,2,38.64,延迟
SH00000585,O00000585,W04,京速,2026-01-03,4,2,0,29.5,按时
SH00000586,O00000586,W06,云仓配,2026-02-27,2,3,1,17.5,延迟
SH00000587,O00000587,W06,顺达,2025-10-29,3,4,1,12.35,延迟
SH00000588,O00000588,W05,顺达,2025-08-03,2,2,0,39.19,按时
SH00000589,O00000589,W02,云仓配,2025-10-06,3,2,0,20.35,按时
SH00000590,O00000590,W01,城际专线,2025-12-28,3,3,0,38.94,按时
SH00000591,O00000591,W03,京速,2026-04-21,4,5,1,21.46,延迟
SH00000592,O00000592,W04,云仓配,2025-10-27,3,7,4,28.13,延迟
SH00000593,O00000593,W03,顺达,2025-10-13,4,4,0,34.16,按时
SH00000594,O00000594,W06,迅联,2026-01-19,2,6,4,18.04,延迟
SH00000595,O00000595,W05,京速,2026-05-18,3,4,1,30.96,延迟
SH00000596,O00000596,W04,云仓配,2025-10-08,3,6,3,14.8,延迟
SH00000597,O00000597,W05,顺达,2026-03-08,4,7,3,16.0,延迟
SH00000598,O00000598,W05,城际专线,2026-06-23,4,3,0,23.62,按时
SH00000599,O00000599,W02,城际专线,2025-12-11,3,1,0,24.2,按时
SH00000600,O00000600,W02,顺达,2025-12-10,4,4,0,26.57,按时
SH00000601,O00000601,W01,顺达,2026-01-11,4,5,1,27.12,延迟
SH00000602,O00000602,W04,云仓配,2025-10-06,3,2,0,32.99,按时
SH00000603,O00000603,W06,城际专线,2025-09-27,2,2,0,13.8,按时
SH00000604,O00000604,W03,京速,2026-03-19,3,1,0,34.35,按时
SH00000605,O00000605,W05,京速,2025-12-22,4,4,0,17.22,按时
SH00000606,O00000606,W06,京速,2026-05-09,2,3,1,22.27,延迟
SH00000607,O00000607,W02,城际专线,2026-07-04,3,3,0,19.14,按时
SH00000608,O00000608,W01,城际专线,2025-12-17,4,5,1,30.82,延迟
SH00000609,O00000609,W04,顺达,2026-04-19,4,3,0,41.01,按时
SH00000610,O00000610,W05,城际专线,2026-06-22,2,7,5,30.68,延迟
SH00000611,O00000611,W05,云仓配,2026-07-11,4,1,0,18.4,按时
SH00000612,O00000612,W03,迅联,2025-11-17,2,4,2,12.17,延迟
SH00000613,O00000613,W03,京速,2025-09-14,3,6,3,46.57,延迟
SH00000614,O00000614,W01,迅联,2026-02-26,4,2,0,25.09,按时
SH00000615,O00000615,W05,京速,2025-09-23,3,2,0,28.85,按时
SH00000616,O00000616,W01,云仓配,2025-12-22,2,6,4,18.9,延迟
SH00000617,O00000617,W05,云仓配,2026-02-15,3,4,1,18.25,延迟
SH00000618,O00000618,W06,迅联,2025-10-29,4,1,0,30.11,按时
SH00000619,O00000619,W02,城际专线,2026-03-30,2,2,0,17.35,按时
SH00000620,O00000620,W03,云仓配,2026-02-04,2,3,1,17.52,延迟
SH00000621,O00000621,W05,京速,2025-11-01,2,3,1,26.09,延迟
SH00000622,O00000622,W04,城际专线,2026-06-26,3,3,0,20.08,按时
SH00000623,O00000623,W03,迅联,2025-10-14,4,1,0,23.33,按时
SH00000624,O00000624,W04,迅联,2025-10-11,2,2,0,13.27,按时
SH00000625,O00000625,W01,迅联,2026-01-22,4,3,0,29.97,按时
SH00000626,O00000626,W05,城际专线,2026-06-14,2,3,1,23.98,延迟
SH00000627,O00000627,W06,云仓配,2026-06-29,4,1,0,25.67,按时
SH00000628,O00000628,W02,京速,2025-09-25,3,4,1,27.15,延迟
SH00000629,O00000629,W06,云仓配,2026-04-06,4,2,0,23.55,按时
SH00000630,O00000630,W01,京速,2025-12-07,2,5,3,36.55,延迟
SH00000631,O00000631,W03,顺达,2025-12-15,4,1,0,15.76,按时
SH00000632,O00000632,W06,顺达,2025-12-22,4,7,3,16.84,延迟
SH00000633,O00000633,W06,云仓配,2026-07-22,4,1,0,29.29,按时
SH00000634,O00000634,W01,城际专线,2026-02-01,2,2,0,45.95,按时
SH00000635,O00000635,W05,顺达,2025-09-29,2,2,0,23.54,按时
SH00000636,O00000636,W06,城际专线,2025-11-14,3,3,0,29.04,按时
SH00000637,O00000637,W01,城际专线,2025-12-03,4,4,0,34.37,按时
SH00000638,O00000638,W02,顺达,2026-07-07,3,3,0,24.09,按时
SH00000639,O00000639,W04,城际专线,2025-09-14,3,4,1,24.81,延迟
SH00000640,O00000640,W01,城际专线,2025-08-13,2,4,2,15.22,延迟
SH00000641,O00000641,W05,城际专线,2025-10-30,2,3,1,16.59,延迟
SH00000642,O00000642,W02,迅联,2026-04-24,3,4,1,20.73,延迟
SH00000643,O00000643,W04,迅联,2026-02-07,4,3,0,15.96,按时
SH00000644,O00000644,W02,迅联,2026-02-25,4,4,0,23.48,按时
SH00000645,O00000645,W01,城际专线,2025-10-25,3,1,0,16.78,按时
SH00000646,O00000646,W02,顺达,2026-06-16,3,7,4,28.13,延迟
SH00000647,O00000647,W05,迅联,2026-06-10,2,5,3,21.19,延迟
SH00000648,O00000648,W06,云仓配,2026-07-20,2,3,1,32.48,延迟
SH00000649,O00000649,W04,云仓配,2025-09-08,2,5,3,28.56,延迟
SH00000650,O00000650,W04,顺达,2025-11-10,4,4,0,25.8,按时
SH00000651,O00000651,W05,城际专线,2026-02-17,3,1,0,29.46,按时
SH00000652,O00000652,W03,云仓配,2026-02-14,4,4,0,28.63,按时
SH00000653,O00000653,W03,云仓配,2026-03-11,4,5,1,25.77,延迟
SH00000654,O00000654,W03,京速,2025-08-26,4,2,0,14.62,按时
SH00000655,O00000655,W02,京速,2025-11-14,2,2,0,16.16,按时
SH00000656,O00000656,W01,城际专线,2025-09-25,2,4,2,17.91,延迟
SH00000657,O00000657,W05,迅联,2026-06-25,4,1,0,16.14,按时
SH00000658,O00000658,W02,云仓配,2026-04-20,4,4,0,28.31,按时
SH00000659,O00000659,W04,城际专线,2025-12-29,4,2,0,26.36,按时
SH00000660,O00000660,W02,云仓配,2026-06-03,2,3,1,28.15,延迟
SH00000661,O00000661,W03,城际专线,2026-01-30,3,1,0,16.77,按时
SH00000662,O00000662,W01,云仓配,2025-12-16,4,5,1,20.45,延迟
SH00000663,O00000663,W03,云仓配,2025-11-10,4,3,0,28.68,按时
SH00000664,O00000664,W03,迅联,2025-09-21,4,2,0,25.19,按时
SH00000665,O00000665,W01,顺达,2026-06-21,4,7,3,15.53,延迟
SH00000666,O00000666,W02,迅联,2025-10-25,4,3,0,33.98,按时
SH00000667,O00000667,W04,京速,2026-07-08,2,3,1,37.08,延迟
SH00000668,O00000668,W06,顺达,2026-03-29,4,3,0,30.71,按时
SH00000669,O00000669,W02,京速,2025-08-28,2,1,0,21.77,按时
SH00000670,O00000670,W02,京速,2026-04-11,2,4,2,32.44,延迟
SH00000671,O00000671,W06,云仓配,2026-04-30,2,3,1,13.92,延迟
SH00000672,O00000672,W01,京速,2026-05-26,2,4,2,28.62,延迟
SH00000673,O00000673,W04,顺达,2026-04-23,2,6,4,29.06,延迟
SH00000674,O00000674,W02,云仓配,2026-06-16,3,2,0,27.03,按时
SH00000675,O00000675,W06,顺达,2025-08-28,3,2,0,31.48,按时
SH00000676,O00000676,W02,顺达,2025-11-29,2,1,0,31.71,按时
SH00000677,O00000677,W03,迅联,2026-06-24,3,2,0,28.0,按时
SH00000678,O00000678,W04,京速,2026-02-15,3,2,0,29.42,按时
SH00000679,O00000679,W01,云仓配,2025-09-30,2,2,0,17.32,按时
SH00000680,O00000680,W01,云仓配,2026-07-17,3,2,0,21.14,按时
SH00000681,O00000681,W03,城际专线,2026-04-29,3,6,3,26.93,延迟
SH00000682,O00000682,W04,云仓配,2026-05-30,2,3,1,28.76,延迟
SH00000683,O00000683,W02,城际专线,2025-12-26,4,5,1,28.07,延迟
SH00000684,O00000684,W03,云仓配,2025-09-01,4,3,0,28.43,按时
SH00000685,O00000685,W03,城际专线,2026-02-06,4,4,0,30.13,按时
SH00000686,O00000686,W01,顺达,2026-03-02,4,3,0,27.17,按时
SH00000687,O00000687,W03,顺达,2025-10-17,4,6,2,25.52,延迟
SH00000688,O00000688,W01,城际专线,2025-12-05,3,1,0,27.17,按时
SH00000689,O00000689,W04,城际专线,2026-02-26,4,3,0,21.9,按时
SH00000690,O00000690,W05,城际专线,2026-01-31,4,4,0,19.04,按时
SH00000691,O00000691,W02,顺达,2025-11-29,2,5,3,28.28,延迟
SH00000692,O00000692,W01,顺达,2025-11-25,4,2,0,34.19,按时
SH00000693,O00000693,W06,城际专线,2026-07-25,2,2,0,29.71,按时
SH00000694,O00000694,W04,城际专线,2026-04-08,4,3,0,18.64,按时
SH00000695,O00000695,W06,云仓配,2025-12-26,2,2,0,23.53,按时
